,Function Name,Parameters,Source File,Line Number
21377,QuestHubPinMixin:ResetSuppressedPinTooltipPool,,Blizzard_SharedMapDataProviders\QuestOfferDataProvider.lua,653
21378,QuestHubPinMixin:GetSuppressedPinTooltipContainer,formatData,Blizzard_SharedMapDataProviders\QuestOfferDataProvider.lua,659
21380,QuestHubPinMixin:IsPinSuppressor,,Blizzard_SharedMapDataProviders\QuestOfferDataProvider.lua,678
21381,QuestHubPinMixin:GetSuppressedPins,,Blizzard_SharedMapDataProviders\QuestOfferDataProvider.lua,682
21382,SortQuestOffer,"questOffer1, questOffer2",Blizzard_SharedMapDataProviders\QuestOfferDataProvider.lua,686
21383,SortSuppressedPins,"pin1, pin2",Blizzard_SharedMapDataProviders\QuestOfferDataProvider.lua,712
21384,QuestHubPinMixin:GetSuppressedPinsSorted,,Blizzard_SharedMapDataProviders\QuestOfferDataProvider.lua,747
21385,QuestHubPinMixin:ShouldSuppressPin,pin,Blizzard_SharedMapDataProviders\QuestOfferDataProvider.lua,769
21386,QuestHubPinMixin:IsRelatedQuestOfferPin,pin,Blizzard_SharedMapDataProviders\QuestOfferDataProvider.lua,792
21387,QuestHubPinMixin:ResetSuppression,,Blizzard_SharedMapDataProviders\QuestOfferDataProvider.lua,800
21388,QuestHubPinMixin:TrackSuppressedPin,pin,Blizzard_SharedMapDataProviders\QuestOfferDataProvider.lua,812
21389,QuestHubPinMixin:FinalizeSuppression,,Blizzard_SharedMapDataProviders\QuestOfferDataProvider.lua,820
21395,SuppressedPinTooltipMixin:SetupFromPin,pin,Blizzard_SharedMapDataProviders\QuestOfferDataProvider.lua,884
21396,SuppressedPinTooltipContainerMixin:Reset,,Blizzard_SharedMapDataProviders\QuestOfferDataProvider.lua,905
21397,SuppressedPinTooltipContainerMixin:AddLine,line,Blizzard_SharedMapDataProviders\QuestOfferDataProvider.lua,915
21398,SuppressedPinTooltipContainerMixin:SetAdditionalItemsText,text,Blizzard_SharedMapDataProviders\QuestOfferDataProvider.lua,930
21472,MapPinPingMixin:IsActive,,Blizzard_SharedMapDataProviders\SharedMapPoiTemplates.lua,473
21572,VignettePinBaseMixin:GetPinHighlightTexture,,Blizzard_SharedMapDataProviders\VignetteDataProvider.lua,449
21583,VignettePinPOIButtonMixin:GetPinHighlightTexture,,Blizzard_SharedMapDataProviders\VignetteDataProvider.lua,574
22187,SyncedAnimGroupMixin:ClearSyncedStart,syncKey,Blizzard_SharedXML\AnimationTemplates.lua,62
22320,CircularBufferMixin:IsValidIndex,index,Blizzard_SharedXML\CircularBuffer.lua,66
22430,CallCallback,"index, callback, msg",Blizzard_SharedXML\Dump.lua,71
22433,DevTools_AddMessageHandler,callback,Blizzard_SharedXML\Dump.lua,83
22684,GetBindingFromInput,input,Blizzard_SharedXML\KeyCommand.lua,97
22723,BaseLayoutMixin:GetChildSize,"child, ignoreRect",Blizzard_SharedXML\LayoutFrame.lua,166
22724,BaseLayoutMixin:GetChildWidth,"child, ignoreRect",Blizzard_SharedXML\LayoutFrame.lua,175
22725,BaseLayoutMixin:GetChildHeight,"child, ignoreRect",Blizzard_SharedXML\LayoutFrame.lua,184
23145,ScrollingMessageFrameMixin:ForEachVisibleLineText,op,Blizzard_SharedXML\ScrollingMessageFrame.lua,101
23146,ScrollingMessageFrameMixin:ForEachMessageInfoText,op,Blizzard_SharedXML\ScrollingMessageFrame.lua,108
23163,ScrollingMessageFrameMixin:SetOnLineRightClickedCallback,onLineRightClickedCallback,Blizzard_SharedXML\ScrollingMessageFrame.lua,186
23164,ScrollingMessageFrameMixin:GetOnLineRightClickedCallback,,Blizzard_SharedXML\ScrollingMessageFrame.lua,190
23352,SpaceToFitDirectionalLayoutMixin:GetChildSpaceRequired,child,Blizzard_SharedXML\SpaceToFitLayoutFrame.lua,21
23358,SpaceToFitVerticalLayoutMixin:GetChildSpaceRequired,child,Blizzard_SharedXML\SpaceToFitLayoutFrame.lua,86
23363,SpaceToFitHorizontalLayoutMixin:GetChildSpaceRequired,child,Blizzard_SharedXML\SpaceToFitLayoutFrame.lua,116
23535,ToolWindowOwnerMixin:SetWindowFocus,,Blizzard_SharedXML\ToolWindowOwnerMixin.lua,59
23549,TreeNodeMixin:InsertNodeAtIndex,"data, insertIndex",Blizzard_SharedXML\TreeListDataProvider.lua,104
23568,TreeDataProviderMixin:InsertAtIndex,"data, index",Blizzard_SharedXML\TreeListDataProvider.lua,256
23751,WarbandSceneEntryMixin:OnMouseUp,"button, upInside",Blizzard_SharedXML\Mainline\SharedCollectionTemplates.lua,3
23752,WarbandSceneEntryMixin:OnEnter,,Blizzard_SharedXML\Mainline\SharedCollectionTemplates.lua,23
23753,WarbandSceneEntryMixin:OnLeave,,Blizzard_SharedXML\Mainline\SharedCollectionTemplates.lua,31
23754,WarbandSceneEntryMixin:Init,elementData,Blizzard_SharedXML\Mainline\SharedCollectionTemplates.lua,36
23755,WarbandSceneEntryMixin:UpdateWarbandSceneData,,Blizzard_SharedXML\Mainline\SharedCollectionTemplates.lua,41
23756,WarbandSceneEntryMixin:GetWarbandSceneID,,Blizzard_SharedXML\Mainline\SharedCollectionTemplates.lua,56
23757,WarbandSceneEntryMixin:GetIsOwned,,Blizzard_SharedXML\Mainline\SharedCollectionTemplates.lua,63
23758,WarbandSceneEntryMixin:GetIsFavorite,,Blizzard_SharedXML\Mainline\SharedCollectionTemplates.lua,67
23759,WarbandSceneEntryMixin:SetIsFavorite,state,Blizzard_SharedXML\Mainline\SharedCollectionTemplates.lua,71
23760,SharedCollectionUtil.ShowWarbandSceneEntryTooltip,"tooltip, warbandSceneInfo, isOwned",Blizzard_SharedXML\Mainline\SharedCollectionUtil.lua,3
23847,TruncatedTooltipFontStringMixin:OnEnterInternal,owner,Blizzard_SharedXML\Mainline\SharedUIPanelTemplates.lua,845
23848,TruncatedTooltipFontStringMixin:OnEnter,,Blizzard_SharedXML\Mainline\SharedUIPanelTemplates.lua,854
23849,TruncatedTooltipFontStringMixin:OnLeave,,Blizzard_SharedXML\Mainline\SharedUIPanelTemplates.lua,858
23966,PanelDragBarMixin:SetOnDragStartCallback,onDragStartCallback,Blizzard_SharedXML\Mainline\SharedUIPanelTemplates.lua,1850
23967,PanelDragBarMixin:SetOnDragStopCallback,onDragStopCallback,Blizzard_SharedXML\Mainline\SharedUIPanelTemplates.lua,1854
23979,PanelResizeButtonMixin:SetOnResizeCallback,resizeCallback,Blizzard_SharedXML\Mainline\SharedUIPanelTemplates.lua,1982
24099,Sound_ToggleAmbience,,Blizzard_SharedXML\Mainline\Sound.lua,35
24267,EventEditBoxMixin:OnEnterPressed_Intrinsic,,Blizzard_SharedXML\Shared\Frame\EventEditBox.lua,58
24268,EventEditBoxMixin:OnKeyDown_Intrinsic,key,Blizzard_SharedXML\Shared\Frame\EventEditBox.lua,62
24271,EventEditBoxMixin:ExpectedHasFocus,,Blizzard_SharedXML\Shared\Frame\EventEditBox.lua,102
24279,EventEditBoxMixin:ShouldDefault,text,Blizzard_SharedXML\Shared\Frame\EventEditBox.lua,163
24815,ScrollingEditBoxMixin:UpdateScrollBox,,Blizzard_SharedXML\Shared\Scroll\ScrollTemplates.lua,64
24818,ScrollingEditBoxMixin:SetCursorPosition,pos,Blizzard_SharedXML\Shared\Scroll\ScrollTemplates.lua,80
24819,ScrollingEditBoxMixin:SetTextInsets,"left, right, top, bottom",Blizzard_SharedXML\Shared\Scroll\ScrollTemplates.lua,85
24826,ScrollingEditBoxMixin:HasFocus,,Blizzard_SharedXML\Shared\Scroll\ScrollTemplates.lua,117
24829,ScrollingEditBoxMixin:GetText,,Blizzard_SharedXML\Shared\Scroll\ScrollTemplates.lua,139
24830,ScrollingEditBoxMixin:Insert,text,Blizzard_SharedXML\Shared\Scroll\ScrollTemplates.lua,144
24842,ScrollingEditBoxMixin:OnEditBoxEscapePressed,editBox,Blizzard_SharedXML\Shared\Scroll\ScrollTemplates.lua,209
24843,ScrollingEditBoxMixin:OnEditBoxKeyDown,"editBox, key",Blizzard_SharedXML\Shared\Scroll\ScrollTemplates.lua,213
24906,SelectionBehaviorMixin:SelectLastElementData,predicate,Blizzard_SharedXML\Shared\Scroll\ScrollUtil.lua,462
25098,AddOnUtil.SetEnableStateForAddOnAndDependencies,"addonName, character, enabled",Blizzard_SharedXMLBase\AddOnUtil.lua,50
25148,acos,x,Blizzard_SharedXMLBase\Compat.lua,22
25149,asin,x,Blizzard_SharedXMLBase\Compat.lua,23
25150,atan,x,Blizzard_SharedXMLBase\Compat.lua,24
25151,atan2,"x, y",Blizzard_SharedXMLBase\Compat.lua,25
25152,cos,x,Blizzard_SharedXMLBase\Compat.lua,27
25153,sin,x,Blizzard_SharedXMLBase\Compat.lua,41
25154,tan,x,Blizzard_SharedXMLBase\Compat.lua,43
25160,SetCVarToDefault,name,Blizzard_SharedXMLBase\CvarUtil.lua,25
25556,SafeLength,tbl,Blizzard_SharedXMLBase\TableUtil.lua,430
25580,GetTagValues,tag,Blizzard_SharedXMLBase\TaggableObject.lua,3
25581,AddTagToTable,"tags, tag",Blizzard_SharedXMLBase\TaggableObject.lua,11
25582,RemoveTagFromTable,"tags, tag",Blizzard_SharedXMLBase\TaggableObject.lua,17
25583,TableHasTag,"tags, tag",Blizzard_SharedXMLBase\TaggableObject.lua,25
25584,TaggableObjectMixin:AddTag,tag,Blizzard_SharedXMLBase\TaggableObject.lua,37
25585,TaggableObjectMixin:RemoveTag,tag,Blizzard_SharedXMLBase\TaggableObject.lua,41
25586,TaggableObjectMixin:MatchesTag,tag,Blizzard_SharedXMLBase\TaggableObject.lua,47
25587,TaggableObjectMixin:MatchesAnyTag,...,Blizzard_SharedXMLBase\TaggableObject.lua,55
25588,TaggableObjectMixin:MatchesAllTags,...,Blizzard_SharedXMLBase\TaggableObject.lua,68
26246,GetDropdownIconForPetSpec,specialization,Blizzard_StableUI\Blizzard_StableUI.lua,81
26353,StablePetSpecializationMixin:OnLoad,,Blizzard_StableUI\Blizzard_StableUI.lua,1222
26354,StablePetSpecializationMixin:Refresh,,Blizzard_StableUI\Blizzard_StableUI.lua,1228
28251,GetEventPOI,"uiMapID, areaPoiID",Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,1
28252,ShouldShowTimeLeftInTooltip,poiInfo,Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,14
28253,ShouldHideRewardedEvents,,Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,21
28254,EventSchedulerAnimationManager:AddAnim,"eventKey, animType",Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,70
28255,EventSchedulerAnimationManager:GetAnim,"eventKey, animType",Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,78
28256,EventSchedulerAnimationManager:HasAnim,"eventKey, animType",Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,86
28257,EventSchedulerAnimationManager:HasActiveAnim,"eventKey, animType",Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,90
28258,EventSchedulerAnimationManager:UpdateAnimElapsedTime,"eventKey, animType, elapsedTime",Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,95
28259,EventSchedulerAnimationManager:FinishAnim,"eventKey, animType",Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,102
28260,EventSchedulerAnimationManager:FinishAllAnims,,Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,109
28261,EventSchedulerAnimationManager:HasPlayingAnims,,Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,115
28262,EventSchedulerAnimationManager:PlayNextAnimation,scrollBox,Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,124
28263,EventSchedulerAnimationManager:GetEventFrame,"scrollBox, eventKey",Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,146
28264,EventSchedulerAnimationManager:ClearAnims,eventKey,Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,155
28265,EventSchedulerAnimationManager:ClearAllAnims,,Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,164
28266,EventSchedulerMixin:OnLoad,,Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,170
28267,EventSchedulerMixin:OnShow,,Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,225
28268,EventSchedulerMixin:OnHide,,Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,232
28269,EventSchedulerMixin:OnEvent,event,Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,239
28270,EventSchedulerMixin:CancelTimer,,Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,243
28271,EventSchedulerMixin:AddOngoingEvents,"dataProvider, ongoingEvents, hideRewardedEvents",Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,250
28272,EventSchedulerMixin:AddScheduledEvents,"dataProvider, scheduledEvents, hideRewardedEvents",Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,279
28273,EventSchedulerMixin:AddAllEvents,"dataProvider, ongoingEvents, scheduledEvents",Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,391
28274,EventSchedulerMixin:Refresh,,Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,412
28275,EventSchedulerMixin:OnAnimationFinished,"eventKey, animType",Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,444
28276,EventSchedulerBaseEntryMixin:OnEnter,,Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,453
28277,EventSchedulerBaseEntryMixin:OnLeave,,Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,462
28278,EventSchedulerBaseEntryMixin:OnMouseUp,"button, upInside",Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,472
28279,EventSchedulerBaseEntryMixin:UpdateTooltip,,Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,480
28280,EventSchedulerBaseEntryMixin:HasDisplayName,,Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,490
28281,EventSchedulerBaseEntryMixin:GetDisplayName,,Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,494
28282,EventSchedulerBaseEntryMixin:HasRewardsClaimed,,Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,498
28283,EventSchedulerBaseEntryMixin:HasStarted,,Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,502
28284,EventSchedulerOngoingEntryMixin:Init,data,Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,508
28285,EventSchedulerOngoingEntryMixin:OnMouseUp,"button, upInside",Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,534
28286,EventSchedulerScheduledEntryMixin:OnLoad,,Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,558
28287,EventSchedulerScheduledEntryMixin:Init,data,Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,563
28288,EventSchedulerScheduledEntryMixin:OnMouseUp,"button, upInside",Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,616
28289,EventSchedulerScheduledEntryMixin:PlayStartedAnim,elapsedTime,Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,652
28290,EventSchedulerScheduledEntryMixin:OnStartedAnimFinished,,Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,659
28291,EventSchedulerScheduledEntryMixin:PlayExpiredAnim,elapsedTime,Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,663
28292,EventSchedulerScheduledEntryMixin:OnExpiredAnimFinished,,Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,668
28293,EventSchedulerBaseLabelMixin:Init,data,Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,674
28294,EventSchedulerReminderManager:SetReminder,eventKey,Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,710
28295,EventSchedulerReminderManager:ClearReminder,eventKey,Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,714
28296,EventSchedulerReminderManager:CanRefresh,,Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,719
28297,EventSchedulerReminderManager:SetBlockRefresh,blockRefresh,Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,723
28298,EventSchedulerReminderManager:CanDoWarningForEvent,eventKey,Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,728
28299,EventSchedulerReminderManager:ResetWarningForEvent,eventKey,Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,737
28300,EventSchedulerReminderManager:Refresh,,Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,743
28301,EventSchedulerReminderManager:AnnounceEvent,"eventInfo, time",Blizzard_UIPanels_Game\Mainline\EventScheduler.lua,814
28628,QuestAccountCompletedNoticeMixin:OnLoad,,Blizzard_UIPanels_Game\Mainline\QuestFrameTemplates.lua,3
28629,QuestAccountCompletedNoticeMixin:OnEnter,,Blizzard_UIPanels_Game\Mainline\QuestFrameTemplates.lua,7
28630,QuestAccountCompletedNoticeMixin:OnLeave,,Blizzard_UIPanels_Game\Mainline\QuestFrameTemplates.lua,13
28631,QuestAccountCompletedNoticeMixin:Refresh,questID,Blizzard_UIPanels_Game\Mainline\QuestFrameTemplates.lua,17
28703,QuestLogTabButtonMixin:OnMouseDown,button,Blizzard_UIPanels_Game\Mainline\QuestMapFrame.lua,202
28704,QuestLogTabButtonMixin:OnMouseUp,"button, upInside",Blizzard_UIPanels_Game\Mainline\QuestMapFrame.lua,208
28705,QuestLogTabButtonMixin:SetChecked,checked,Blizzard_UIPanels_Game\Mainline\QuestMapFrame.lua,215
28706,QuestLogTabButtonMixin:OnEnter,,Blizzard_UIPanels_Game\Mainline\QuestMapFrame.lua,224
28707,QuestLogMixin:GetPanelExtraWidth,,Blizzard_UIPanels_Game\Mainline\QuestMapFrame.lua,231
28708,QuestLogMixin:SetDisplayMode,displayMode,Blizzard_UIPanels_Game\Mainline\QuestMapFrame.lua,236
28709,QuestLogMixin:ValidateTabs,,Blizzard_UIPanels_Game\Mainline\QuestMapFrame.lua,261
28710,QuestLogMixin:CheckEventsTabTutorial,,Blizzard_UIPanels_Game\Mainline\QuestMapFrame.lua,281
28711,QuestLogMixin:GetHelpInfoText,,Blizzard_UIPanels_Game\Mainline\QuestMapFrame.lua,297
28739,TabHandler,"tab, button, upInside",Blizzard_UIPanels_Game\Mainline\QuestMapFrame.lua,563
29484,GetLocalizedNumberAbbreviationData,,Blizzard_UIParent\Shared\Localization.lua,25
29801,UIWidgetTemplateStatusBarMixin:SetupTextures,,Blizzard_UIWidgets\Mainline\Blizzard_UIWidgetTemplateStatusBar.lua,30
30235,UnitPowerBarAlt_SetTooltipAnchor,self,Blizzard_UnitFrame\UnitPowerBarAlt.lua,45
30268,PlayerPowerBarAltMixin:Setup,,Blizzard_UnitFrame\UnitPowerBarAlt.lua,528
30272,PlayerPowerBarAltMixin:EvaluateTutorials,,Blizzard_UnitFrame\UnitPowerBarAlt.lua,564
31239,WarfrontsPartyPoseMixin:Dismiss,,Blizzard_WarfrontsPartyPoseUI\Blizzard_WarfrontsPartyPoseUI.lua,179
31353,SecureRefreshOverlayFrame,"_, frame",Blizzard_WorldMap\Blizzard_WorldMap.lua,378
31364,WorldMapTutorialMixin:UpdateHelpInfo,,Blizzard_WorldMap\Blizzard_WorldMap.lua,495
31365,WorldMapTutorialMixin:SetHelpInfo3,,Blizzard_WorldMap\Blizzard_WorldMap.lua,505
31373,OpenMapToEventPoi,areaPoiID,Blizzard_WorldMap\Blizzard_WorldMap.lua,561
31379,WorldMapFilterMixin:GetTooltipText,,Blizzard_WorldMap\Blizzard_WorldMapTemplates.lua,73
31386,WorldMapTrackingOptionsFilterCounterMixin:OnEnter,,Blizzard_WorldMap\Blizzard_WorldMapTemplates.lua,128
31387,WorldMapTrackingOptionsFilterCounterMixin:TryShowTooltip,,Blizzard_WorldMap\Blizzard_WorldMapTemplates.lua,132
31388,WorldMapTrackingOptionsFilterCounterMixin:OnLeave,,Blizzard_WorldMap\Blizzard_WorldMapTemplates.lua,142
31389,WorldMapTrackingOptionsFilterCounterMixin:FullRefresh,,Blizzard_WorldMap\Blizzard_WorldMapTemplates.lua,146
31390,WorldMapTrackingOptionsFilterCounterMixin:RefreshActiveFilterList,,Blizzard_WorldMap\Blizzard_WorldMapTemplates.lua,152
31391,WorldMapTrackingOptionsFilterCounterMixin:RefreshActiveFilterCounter,,Blizzard_WorldMap\Blizzard_WorldMapTemplates.lua,156
31392,WorldMapTrackingOptionsFilterCounterMixin:RefreshVisibility,,Blizzard_WorldMap\Blizzard_WorldMapTemplates.lua,162
31397,WorldMapTrackingOptionsButtonMixin:GetActiveFilters,,Blizzard_WorldMap\Blizzard_WorldMapTemplates.lua,192
31398,WorldMapTrackingOptionsButtonMixin:RefreshFilterCounter,,Blizzard_WorldMap\Blizzard_WorldMapTemplates.lua,205
